# Time-averaged data for fix 3
# TimeStep c_msd_O[4] c_msd_H[4] v_fitslope_O v_fitslope_H
62800 11355.1 111199 58.1995 569.277
62900 11384.2 111570 58.3274 570.607
63000 11506.4 112782 58.4574 571.959
63100 11613 113882 58.5915 573.353
63200 11621.1 114050 58.7262 574.755
63300 11663.2 114551 58.86 576.152
63400 11671.9 114753 58.9929 577.545
63500 11696.1 115105 59.1243 578.928
63600 11677.2 115054 59.254 580.301
63700 11684.1 115210 59.3811 581.653
63800 11663.7 115055 59.5055 582.981
63900 11625.6 114762 59.627 584.282
64000 11522.3 113863 59.7421 585.524
64100 11425.1 113004 59.8506 586.706
64200 11306 111927 59.9516 587.819
64300 11247.8 111413 60.0464 588.873
64400 11110.7 110124 60.1344 589.861
64500 10994.7 109038 60.2148 590.777
64600 10921.8 108416 60.2878 591.622
64700 10904.9 108342 60.3585 592.449
64800 10791.3 107321 60.4241 593.228
64900 10664.5 106157 60.4816 593.932
65000 10683.7 106435 60.5349 594.597
65100 10672.1 106401 60.5881 595.263
65200 10677.6 106566 60.6397 595.918
65300 10731.3 107239 60.6905 596.57
65400 10759.3 107662 60.7434 597.247
65500 10654.6 106797 60.7925 597.895
65600 10528.2 105654 60.8339 598.471
65700 10580.1 106253 60.873 599.027
65800 10538.4 105958 60.9115 599.581
65900 10524.1 105936 60.9463 600.102
66000 10514.7 105961 60.9807 600.624
66100 10499.6 105935 61.0129 601.127
66200 10456.3 105622 61.0422 601.607
66300 10480.1 106009 61.0702 602.077
66400 10478.2 106157 61.0979 602.552
66500 10518.5 106694 61.1247 603.022
66600 10636.6 107972 61.1551 603.531
66700 10744.4 109170 61.1899 604.088
66800 10752.5 109430 61.2256 604.66
66900 10867.1 110726 61.263 605.254
67000 10963.3 111813 61.3045 605.895
67100 11085.5 113160 61.35 606.578
67200 11207.9 114522 61.3998 607.308
67300 11275 115339 61.4528 608.076
67400 11312.1 115841 61.5062 608.852
67500 11488.9 117747 61.5638 609.673
67600 11413 117169 61.6227 610.513
67700 11468.6 117874 61.6789 611.331
67800 11551.2 118837 61.7374 612.177
67900 11580.2 119330 61.7967 613.036
68000 11501.5 118781 61.8538 613.88
68100 11409.4 118078 61.9057 614.681
68200 11405.1 118232 61.9537 615.449
68300 11325.8 117596 61.9993 616.199
68400 11181.9 116328 62.0381 616.886
68500 11165.5 116358 62.0725 617.534
68600 11074 115639 62.1034 618.154
68700 11045.5 115539 62.1304 618.739
68800 11059.9 115879 62.1568 619.325
68900 11030.2 115782 62.1815 619.899
69000 10940.8 115027 62.2027 620.444
69100 10987.7 115653 62.2216 620.968
69200 11033.4 116251 62.2423 621.514
69300 11011.6 116187 62.2623 622.057
69400 11076.4 117061 62.2823 622.604
69500 11090 117388 62.303 623.165
69600 11046.9 117177 62.3217 623.713
69700 11112 118072 62.3407 624.269
69800 11159.9 118817 62.3607 624.843
69900 11124.2 118669 62.3801 625.418
70000 11164.3 119324 62.3988 625.993
70100 11149.6 119397 62.4166 626.566
70200 11124.2 119358 62.4331 627.131
70300 11099.6 119334 62.4474 627.68
70400 11182.8 120398 62.4626 628.244
70500 11150.3 120227 62.4776 628.811
70600 11147.6 120397 62.4907 629.361
70700 11167.5 120860 62.5039 629.921
70800 11186.1 121285 62.5166 630.48
70900 11278.4 122460 62.531 631.064
71000 11406.9 124011 62.5494 631.695
71100 11447 124636 62.5702 632.356
71200 11473.3 125108 62.5911 633.022
71300 11498.8 125598 62.6123 633.697
71400 11498.9 125837 62.6331 634.373
71500 11463.1 125682 62.6522 635.038
71600 11478.1 126050 62.6695 635.689
71700 11525.5 126749 62.6885 636.362
71800 11479.6 126475 62.7058 637.022
71900 11500.9 126951 62.7213 637.668
72000 11523.1 127439 62.7378 638.332
72100 11512.2 127599 62.7523 638.982
72200 11573.3 128518 62.7682 639.653
72300 11610.1 129190 62.7848 640.338
72400 11665.7 130030 62.803 641.048
72500 11740.7 131110 62.8219 641.771
72600 11833.6 132418 62.844 642.537
72700 11847.2 132799 62.8666 643.314
72800 11877.6 133322 62.8902 644.107
72900 11803.7 132727 62.9114 644.878
73000 11807.8 133023 62.9302 645.627
73100 11782.3 133016 62.9478 646.369
73200 11796.5 133442 62.9645 647.108
73300 11784.1 133566 62.9804 647.845
73400 11656.8 132440 62.9923 648.544
73500 11551.4 131584 62.9992 649.195
73600 11492.6 131245 63.002 649.807
73700 11445.3 131035 63.0025 650.404
73800 11415.9 131050 63.0004 650.978
73900 11361 130763 62.9962 651.539
74000 11327.7 130654 62.9895 652.078
74100 11317.1 130822 62.9815 652.608
74200 11342.9 131400 62.9734 653.144
74300 11322.9 131464 62.9648 653.68
74400 11266.7 131100 62.9541 654.199
74500 11178.6 130353 62.9398 654.682
74600 11115 129890 62.9222 655.134
74700 10973.6 128584 62.9 655.539
74800 10875.4 127726 62.8732 655.897
74900 10750.1 126620 62.8415 656.206
75000 10703.4 126388 62.8059 656.476
75100 10666.6 126220 62.7692 656.74
75200 10608.5 125831 62.7298 656.977
75300 10560.4 125579 62.6885 657.199
75400 10600.4 126361 62.6467 657.421
75500 10587.5 126587 62.605 657.653
75600 10570.7 126746 62.5628 657.888
75700 10509 126349 62.5183 658.102
75800 10446.8 125930 62.4711 658.292
75900 10493 126773 62.424 658.488
76000 10537.9 127628 62.3781 658.705
76100 10544.7 127985 62.3326 658.931
76200 10623.8 129155 62.2885 659.18
76300 10739.8 130846 62.2479 659.472
76400 10854.9 132585 62.2107 659.814
76500 10955.2 134170 62.1777 660.213
76600 11039.4 135535 62.1468 660.645
76700 11124.9 136858 62.1189 661.119
76800 11136.9 137367 62.0921 661.614
76900 11233.9 138850 62.0667 662.131
77000 11324.4 140265 62.0443 662.69
77100 11578.3 143600 62.0275 663.321
77200 11677.4 145135 62.0162 664.024
77300 11923 148477 62.0111 664.807
77400 12054.3 150473 62.0116 665.669
77500 12100.6 151438 62.0143 666.563
77600 12208.2 153131 62.0196 667.497
77700 12326.6 154941 62.0273 668.468
77800 12491.5 157340 62.0396 669.503
77900 12583 158917 62.0554 670.588
78000 12732.6 161202 62.0751 671.73
78100 12790.9 162360 62.0969 672.908
78200 12902.8 164182 62.1213 674.126
78300 12939.3 165086 62.1475 675.376
78400 12880.8 164732 62.1723 676.617
78500 12745.5 163443 62.1926 677.808
78600 12679.7 162971 62.209 678.957
78700 12533.7 161496 62.2211 680.058
78800 12425.2 160588 62.2277 681.097
78900 12356.5 160149 62.2315 682.109
79000 12246.1 159206 62.2311 683.076
79100 12189.3 158945 62.2273 684.01
79200 12130.4 158641 62.222 684.933
79300 11949.4 156769 62.2109 685.79
79400 11825.6 155583 62.1948 686.591
79500 11695.6 154298 62.1738 687.335
79600 11558.6 152969 62.1485 688.03
79700 11448.6 151996 62.1183 688.67
79800 11412.9 152015 62.0853 689.284
79900 11325.6 151301 62.0505 689.881
80000 11212.9 150222 62.0116 690.431
80100 11163 150021 61.9699 690.952
80200 11140.1 150160 61.9271 691.466
80300 11046.6 149373 61.882 691.957
80400 10938 148388 61.8333 692.408
80500 10934.2 148743 61.7827 692.84
80600 10896.6 148710 61.7311 693.266
80700 10863.8 148707 61.6784 693.684
80800 10837.2 148728 61.6246 694.095
80900 10729.5 147686 61.5687 694.482
81000 10698.7 147651 61.5099 694.834
81100 10588.2 146611 61.4489 695.165
81200 10552.1 146539 61.3857 695.47
81300 10519.3 146520 61.3208 695.76
81400 10557.7 147461 61.2566 696.064
81500 10628.2 148794 61.1936 696.391
81600 10650.3 149461 61.1324 696.745
81700 10700.4 150553 61.0717 697.111
81800 10737 151533 61.0128 697.506
81900 10747.8 152196 60.9545 697.919
82000 10806.4 153516 60.8965 698.345
82100 10875.5 154943 60.8412 698.815
82200 10903.2 155784 60.7869 699.305
82300 11005.9 157646 60.7344 699.827
82400 11028.7 158442 60.6838 700.381
82500 11108.9 160061 60.6346 700.961
82600 11196.7 161771 60.5876 701.58
82700 11320 164016 60.5438 702.251
82800 11432.1 166120 60.5036 702.979
82900 11548.7 168257 60.4666 703.761
83000 11626.4 169848 60.4319 704.581
83100 11833.9 173298 60.4014 705.468
83200 11975.3 175771 60.3762 706.437
83300 12056.7 177386 60.3536 707.448
83400 12169.6 179509 60.3336 708.503
83500 12184.6 180285 60.3151 709.587
83600 12204.2 181108 60.297 710.684
83700 12055.4 179520 60.276 711.747
83800 12062.5 180231 60.2524 712.783
83900 12041.4 180538 60.2289 713.829
84000 11961.3 179866 60.203 714.849
84100 11846.1 178660 60.174 715.827
84200 11750.9 177795 60.1416 716.763
84300 11648 176775 60.1061 717.661
84400 11589 176374 60.0678 718.521
84500 11639.6 177573 60.0293 719.385
84600 11637 178044 59.9911 720.256
84700 11689.6 179371 59.9542 721.154
84800 11736.8 180585 59.918 722.069
84900 11766.5 181498 59.8827 723.003
85000 11767.4 182040 59.8475 723.945
85100 11798.9 183050 59.8127 724.897
85200 11780.5 183312 59.7776 725.854
85300 11663.2 182072 59.7403 726.781
85400 11585.3 181371 59.7 727.67
85500 11512.7 180782 59.6576 728.532
85600 11488.8 180886 59.6133 729.369
85700 11409.9 180165 59.5677 730.192
85800 11233.6 177937 59.5177 730.951
85900 11118.2 176645 59.4637 731.652
86000 11024.2 175770 59.4069 732.317
86100 10958.2 175241 59.3474 732.946
86200 10878.7 174575 59.2864 733.556
86300 10838.3 174453 59.223 734.137
86400 10807 174430 59.1591 734.712
86500 10766.3 174293 59.094 735.274
86600 10729.9 174292 59.0276 735.82
86700 10808.4 176077 58.9621 736.386
86800 10783.6 176248 58.8972 736.969
86900 10819.4 177327 58.8324 737.557
87000 10899.4 179141 58.7697 738.183
87100 10892.9 179655 58.7073 738.821
87200 10931.9 180968 58.6455 739.478
87300 10918.4 181354 58.5845 740.154
87400 10892.1 181440 58.5221 740.813
87500 10848.8 181221 58.4591 741.467
87600 10840.9 181635 58.3954 742.113
87700 10797.3 181483 58.3309 742.75
87800 10838.9 182763 58.2665 743.397
87900 10814.9 182985 58.202 744.047
88000 10895.9 184949 58.1386 744.722
88100 10981.9 186977 58.0773 745.439
88200 11085 189290 58.0189 746.209
88300 11222 192170 57.9631 747.028
88400 11318.2 194414 57.9108 747.912
88500 11437.8 197020 57.8614 748.851
88600 11495.4 198571 57.8136 749.823
88700 11559.2 200320 57.768 750.837
88800 11638.3 202255 57.7236 751.879
88900 11697 203876 57.681 752.957
89000 11735.2 205192 57.6399 754.067
89100 11747.2 206032 57.5988 755.183
89200 11757.5 206857 57.5579 756.309
89300 11791.5 208138 57.5175 757.451
89400 11851.5 209892 57.4784 758.623
89500 11899.6 211305 57.44 759.812
89600 11906.7 212053 57.4028 761.029
89700 11900.6 212594 57.3647 762.236
89800 11997.5 214896 57.3281 763.473
89900 11954.5 214785 57.2919 764.724
90000 11926.8 215009 57.2543 765.956
90100 11937.6 215883 57.2162 767.186
90200 11983.6 217406 57.1791 768.442
90300 11964.4 217696 57.1422 769.706
90400 11974.9 218456 57.1047 770.965
90500 12000.4 219511 57.0682 772.245
90600 11902.3 218381 57.0296 773.492
90700 11886.1 218732 56.99 774.727
90800 11807 217909 56.9487 775.937
90900 11773.5 217823 56.9059 777.122
91000 11752.3 217990 56.8625 778.298
91100 11697 217619 56.8178 779.453
91200 11706 218374 56.7724 780.602
91300 11655.3 218109 56.7268 781.751
91400 11543.1 216811 56.6782 782.851
91500 11566.2 217925 56.6294 783.954
91600 11411.4 215789 56.5784 785.023
91700 11302.2 214537 56.5236 786.031
91800 11267.8 214643 56.4676 787.022
91900 11253.5 215092 56.4108 788.005
92000 11159.9 214053 56.3528 788.972
92100 11074 213098 56.2922 789.895
92200 11076.8 213758 56.2311 790.814
92300 10991 212791 56.1687 791.71
92400 10981.8 213235 56.1052 792.591
92500 10983.9 213824 56.0416 793.471
92600 10953.9 213921 55.9776 794.348
92700 10977.8 215080 55.9137 795.231
92800 10950.8 215280 55.8497 796.119
92900 10977.2 216406 55.7858 797.013
93000 11008.9 217674 55.7225 797.922
93100 10984.1 217860 55.6596 798.842
93200 10994.6 218695 55.5961 799.755
93300 11042.6 220173 55.5339 800.694
93400 11054.3 221100 55.4721 801.644
93500 11019.4 221208 55.41 802.596
93600 11076 223124 55.3481 803.557
93700 11122.9 224864 55.2878 804.557
93800 11191.8 227023 55.2284 805.583
93900 11279.2 229498 55.1714 806.661
94000 11377.1 232201 55.1163 807.783
94100 11404.3 233471 55.0628 808.942
94200 11358.3 233323 55.009 810.101
94300 11384.4 234646 54.9544 811.25
94400 11373 235097 54.9006 812.42
94500 11288.7 234076 54.845 813.558
94600 11221.6 233372 54.7881 814.671
94700 11182.7 233272 54.7298 815.761
94800 11079 231839 54.6698 816.818
94900 11059.9 232207 54.6085 817.854
95000 11038.8 232566 54.5468 818.885
95100 11018.9 232988 54.4847 819.917
95200 11047.2 234319 54.4226 820.952
95300 11046.2 235008 54.3611 822.005
95400 11018 235116 54.2989 823.047
95500 10988.3 235240 54.2365 824.088
95600 10952.3 235244 54.173 825.111
95700 10915.1 235189 54.109 826.128
95800 10866.7 234906 54.0434 827.115
95900 10863.2 235632 53.9785 828.12
96000 10800.1 235091 53.9116 829.089
96100 10866.1 237185 53.8456 830.08
96200 10862.5 237862 53.7805 831.094
96300 10894 239312 53.7152 832.109
96400 10938.4 241081 53.6513 833.159
96500 10956.9 242234 53.5877 834.219
96600 10961.8 242977 53.5248 835.297
96700 11018.2 244972 53.4625 836.392
96800 11079.9 247074 53.4014 837.514
96900 11206.6 250599 53.3429 838.698
97000 11261.3 252557 53.2862 839.925
97100 11279.7 253718 53.2302 841.172
97200 11269.5 254213 53.174 842.417
97300 11416.6 258162 53.1199 843.709
97400 11428.2 259219 53.0673 845.039
97500 11470.5 260955 53.0151 846.382
97600 11546.3 263401 52.9646 847.768
97700 11466 262280 52.9135 849.14
97800 11507.4 263876 52.8622 850.51
97900 11512.9 264652 52.8113 851.89
98000 11535.4 265842 52.7608 853.282
98100 11528.9 266405 52.7105 854.677
98200 11489.9 266255 52.6596 856.062
98300 11457.7 266250 52.6078 857.43
98400 11447 266690 52.5557 858.791
98500 11471.4 267882 52.5035 860.152
98600 11526.2 269884 52.4526 861.543
98700 11574.1 271833 52.4024 862.955
98800 11559.7 272312 52.3529 864.387
98900 11548.2 272719 52.3024 865.799
99000 11633.4 275391 52.2532 867.239
99100 11737.1 278484 52.2061 868.733
99200 11807.6 280830 52.1607 870.264
99300 11890.9 283439 52.117 871.836
99400 11903 284553 52.074 873.43
99500 11891.5 285141 52.031 875.024
99600 11849 284874 51.9874 876.611
99700 11784.6 283975 51.9426 878.168
99800 11700.9 282783 51.896 879.684
99900 11698 283514 51.8487 881.186
100000 11578.5 281494 51.8001 882.661
100100 11440.8 278956 51.7487 884.072
100200 11291.6 276187 51.6946 885.419
100300 11180.3 274424 51.6373 886.695
100400 11063.6 272445 51.578 887.928
100500 10968.1 270980 51.5163 889.105
100600 10885 269811 51.4529 890.243
100700 10766.6 267790 51.3876 891.343
100800 10718.3 267413 51.3205 892.399
100900 10684.4 267377 51.2529 893.446
101000 10662.1 267715 51.1849 894.487
101100 10595.1 266786 51.1162 895.512
101200 10586.8 267263 51.0464 896.511
101300 10626.2 269013 50.9773 897.526
101400 10667.8 270928 50.9093 898.573
101500 10782.3 274731 50.8427 899.661
101600 10910.8 278805 50.779 900.824
101700 10987.2 281544 50.7173 902.04
101800 11147.3 286353 50.6582 903.322
101900 11279.1 290421 50.6021 904.682
102000 11388.6 293892 50.5482 906.097
102100 11441.9 295873 50.4963 907.563
102200 11429.2 296235 50.4442 909.023
102300 11455.5 297646 50.3925 910.493
102400 11501.6 299586 50.3419 911.99
102500 11535.1 301082 50.2916 913.496
102600 11559.2 302307 50.2422 915.023
102700 11568.4 303089 50.193 916.551
102800 11540.4 302967 50.1436 918.073
102900 11550.8 303960 50.0939 919.585
103000 11490.7 303148 50.044 921.091
103100 11466.7 303309 49.9927 922.566
103200 11490.9 304669 49.942 924.053
103300 11454.3 304429 49.891 925.534
103400 11430.1 304519 49.8394 926.997
103500 11453.5 305827 49.7878 928.462
103600 11494.8 307652 49.7371 929.948
103700 11428.5 306785 49.686 931.427
103800 11531.3 310246 49.6351 932.913
103900 11655.4 314274 49.5869 934.469
104000 11653.6 315165 49.5396 936.052
104100 11707.3 317607 49.4927 937.648
104200 11810.5 321275 49.4474 939.294
104300 11822.1 322284 49.4033 940.972
104400 11932.7 325871 49.36 942.67
104500 11935 326655 49.3185 944.413
104600 11836.7 324815 49.2753 946.113
104700 11820.2 325106 49.2311 947.785
104800 11800.3 325136 49.1868 949.45
104900 11763.2 324867 49.1417 951.094
105000 11706.2 324142 49.0956 952.714
105100 11734.7 325661 49.0494 954.327
105200 11724.7 326170 49.0034 955.948
105300 11636.3 324580 48.9564 957.542
105400 11501.1 321571 48.9072 959.076
105500 11384.5 319072 48.8556 960.544
105600 11295.1 317356 48.8021 961.957
105700 11276.9 317633 48.748 963.353
105800 11216.3 316849 48.693 964.727
105900 11206.1 317475 48.6373 966.082
106000 11185.3 317635 48.5817 967.442
106100 11102.5 316052 48.5247 968.765
106200 11080.1 316142 48.4673 970.07
106300 11037.8 315716 48.409 971.355
106400 11091.7 318070 48.3511 972.646
106500 11108.8 319438 48.294 973.964
106600 11169.3 321864 48.2373 975.294
106700 11260.3 325098 48.1826 976.678
106800 11266.7 326047 48.1284 978.073
106900 11315.4 328132 48.0749 979.49
107000 11367.7 330501 48.0224 980.933
107100 11484.7 334715 47.9714 982.422
107200 11568.4 337961 47.9224 983.967
107300 11706.9 342804 47.8754 985.574
107400 11767.7 345482 47.8304 987.237
107500 11937.4 351225 47.7871 988.951
107600 12068.9 355829 47.747 990.759
107700 12153.6 358987 47.7085 992.612
107800 12236.2 362223 47.6713 994.503
107900 12289 364620 47.6356 996.437
108000 12290.9 365575 47.6001 998.378
108100 12193.5 363717 47.5638 1000.3
108200 12077.4 361271 47.5252 1002.15
108300 11990.4 359550 47.485 1003.96
108400 11862.5 356557 47.4429 1005.72
108500 11815.7 355944 47.399 1007.42
108600 11695.6 353441 47.3538 1009.08
108700 11620.2 352259 47.3071 1010.7
108800 11566.9 351642 47.2589 1012.28
108900 11554.3 352241 47.2106 1013.86
109000 11576.8 353829 47.1623 1015.45
109100 11459.7 351084 47.113 1017
109200 11457.9 351754 47.0629 1018.53
109300 11459.5 352596 47.0127 1020.05
109400 11468.3 353558 46.9626 1021.57
109500 11403 352320 46.9121 1023.08
109600 11388.6 352614 46.8609 1024.57
109700 11409.7 353968 46.81 1026.06
109800 11348.7 352929 46.7585 1027.54
109900 11305.9 352374 46.7065 1028.99
110000 11337.2 353961 46.6541 1030.44
110100 11323.3 354177 46.6023 1031.9
110200 11319 354762 46.5501 1033.34
110300 11279.3 354411 46.4977 1034.77
110400 11279.8 355142 46.4449 1036.19
110500 11301.9 356478 46.3927 1037.63
110600 11258.9 355950 46.3399 1039.05
110700 11304.7 358310 46.2873 1040.47
110800 11358.5 360762 46.236 1041.93
110900 11338.8 360781 46.1845 1043.39
111000 11318.5 360751 46.1331 1044.84
111100 11274.3 359977 46.0811 1046.27
111200 11306.4 361478 46.0289 1047.69
111300 11232.3 359741 45.9768 1049.1
111400 11163 358205 45.9231 1050.47
111500 11138.2 358195 45.8689 1051.81
111600 10954.1 353370 45.8129 1053.1
111700 10816.6 349888 45.7543 1054.3
111800 10766.8 349124 45.6941 1055.46
111900 10687.7 347366 45.6331 1056.59
112000 10625.1 346093 45.5709 1057.67
112100 10622.9 346816 45.5086 1058.75
112200 10556.9 345520 45.4456 1059.82
112300 10527.8 345261 45.3819 1060.85
112400 10533.1 346223 45.3184 1061.89
112500 10511.6 346284 45.2549 1062.92
112600 10557.3 348363 45.1915 1063.96
112700 10604.1 350353 45.129 1065.02
112800 10735.1 355067 45.0685 1066.13
112900 10657.1 353343 45.0082 1067.25
113000 10717.7 356033 44.9478 1068.37
113100 10724.7 357114 44.8882 1069.51
113200 10705.6 357412 44.8283 1070.64
113300 10723.9 358727 44.7691 1071.78
113400 10649.1 357082 44.709 1072.9
113500 10551.1 354625 44.6477 1073.98
113600 10458.6 352244 44.585 1075.01
113700 10363.4 349807 44.5208 1075.99
113800 10319 348987 44.4557 1076.93
113900 10355.3 350885 44.3907 1077.87
114000 10381.5 352446 44.3266 1078.84
114100 10344.2 351934 44.2624 1079.8
114200 10380.1 353858 44.198 1080.76
114300 10384.4 354766 44.1346 1081.74
114400 10401.9 356065 44.0711 1082.72
114500 10442.3 358186 44.0084 1083.72
114600 10456.4 359502 43.9462 1084.73
114700 10438.2 359798 43.8842 1085.76
114800 10461.2 361358 43.822 1086.77
114900 10612 367229 43.7619 1087.86
115000 10635.4 368813 43.7028 1088.97
115100 10651.5 370178 43.6444 1090.11
115200 10667.1 371458 43.5862 1091.25
115300 10677 372464 43.5281 1092.39
115400 10797.2 377420 43.4714 1093.58
115500 10872.2 380616 43.4165 1094.83
115600 10839 380063 43.3616 1096.07
115700 10899.9 382872 43.307 1097.32
115800 10944.2 385100 43.2537 1098.6
115900 10901.9 384299 43.2003 1099.89
116000 10884.3 384409 43.1463 1101.14
116100 10858.3 384231 43.0924 1102.4
116200 10886 385934 43.0382 1103.64
116300 10930.7 388168 42.9849 1104.91
116400 10901 387774 42.9319 1106.19
116500 10935.6 389632 42.8789 1107.46
116600 10852 387485 42.8256 1108.72
116700 10815.8 387059 42.7713 1109.94
116800 10839.6 388776 42.717 1111.16
116900 10837.8 389577 42.6632 1112.4
117000 10802 389202 42.609 1113.63
117100 10767.5 388769 42.5544 1114.83
117200 10775.1 389686 42.4999 1116.04
117300 10704.6 387910 42.4448 1117.22
117400 10748 390266 42.3896 1118.39
117500 10757.4 391352 42.335 1119.59
117600 10741.7 391578 42.2805 1120.78
117700 10797.7 394472 42.2262 1121.98
117800 10759.3 393967 42.1723 1123.2
117900 10795 396081 42.1184 1124.41
118000 10791.5 396728 42.065 1125.64
118100 10833.5 399007 42.0116 1126.86
118200 10883.8 401543 41.9594 1128.13
118300 10872.3 401880 41.9072 1129.39
118400 10909.6 403857 41.8556 1130.67
118500 10977.8 406998 41.8047 1131.97
118600 10976.4 407689 41.7544 1133.28
118700 11047.6 411114 41.7049 1134.63
118800 11038.6 411738 41.6556 1135.98
118900 11092.6 414631 41.6069 1137.35
119000 11100.6 415884 41.5586 1138.74
119100 11171.1 419408 41.511 1140.15
119200 11275.3 424131 41.4648 1141.61
119300 11305.9 426078 41.4197 1143.11
119400 11273.7 425787 41.3746 1144.61
119500 11271.5 426629 41.3291 1146.1
119600 11279.3 427838 41.2837 1147.58
119700 11228.2 426771 41.2382 1149.06
119800 11180.3 425771 41.1917 1150.5
119900 11124.8 424537 41.1451 1151.94
120000 11016.6 421368 41.0968 1153.31
120100 11074.3 424379 41.0486 1154.68
120200 11002.2 422594 41.0001 1156.04
120300 10960.9 421887 40.9511 1157.38
120400 10897.1 420220 40.9013 1158.68
120500 10833.5 418504 40.8506 1159.95
120600 10787.9 417455 40.7991 1161.18
120700 10830.6 419844 40.748 1162.43
120800 10739 417286 40.6964 1163.65
120900 10724.4 417662 40.6443 1164.85
