#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  25900      4.20e+00    3.58e+00      9.32e-03    1.60e-03      1.51e-01    1.29e-01    7.7e-04
  26000      3.76e+00    3.59e+00      1.12e-02    9.18e-05      1.35e-01    1.29e-01    7.7e-04
  26100      4.14e+00    3.82e+00      5.43e-02    5.02e-02      1.44e-01    1.33e-01    7.7e-04
  26200      4.50e+00    4.55e+00      3.73e-04    7.82e-03      1.62e-01    1.63e-01    7.7e-04
  26300      5.41e+00    4.64e+00      3.74e-02    3.43e-02      1.93e-01    1.65e-01    7.7e-04
  26400      4.33e+00    3.40e+00      9.07e-03    6.44e-03      1.56e-01    1.22e-01    7.7e-04
  26500      4.32e+00    4.81e+00      2.05e-02    1.85e-02      1.55e-01    1.72e-01    7.7e-04
  26600      4.87e+00    4.27e+00      2.13e-02    2.20e-02      1.75e-01    1.53e-01    7.7e-04
  26700      4.53e+00    4.20e+00      2.96e-02    2.75e-02      1.62e-01    1.50e-01    7.7e-04
  26800      3.10e+00    4.42e+00      2.49e-02    1.65e-02      1.10e-01    1.58e-01    7.7e-04
  26900      3.74e+00    5.60e+00      3.45e-02    3.35e-02      1.32e-01    2.00e-01    7.7e-04
  27000      4.13e+00    5.17e+00      1.43e-02    1.08e-02      1.48e-01    1.86e-01    7.7e-04
  27100      3.58e+00    3.42e+00      4.14e-02    3.51e-02      1.25e-01    1.21e-01    7.7e-04
  27200      3.80e+00    4.19e+00      2.61e-02    2.72e-02      1.35e-01    1.49e-01    7.7e-04
  27300      3.57e+00    4.74e+00      1.92e-03    1.20e-02      1.28e-01    1.70e-01    7.7e-04
  27400      4.35e+00    4.12e+00      2.19e-02    2.04e-02      1.56e-01    1.47e-01    7.7e-04
  27500      4.35e+00    5.29e+00      4.33e-02    4.37e-02      1.54e-01    1.88e-01    7.7e-04
  27600      1.32e+01    8.40e+00      8.78e-02    8.76e-02      4.72e-01    2.96e-01    7.7e-04
  27700      4.89e+00    6.54e+00      1.53e-02    8.61e-03      1.76e-01    2.35e-01    7.7e-04
  27800      5.04e+00    4.54e+00      2.50e-02    2.21e-02      1.80e-01    1.62e-01    7.7e-04
  27900      6.71e+00    7.08e+00      1.57e-01    1.53e-01      2.17e-01    2.33e-01    7.7e-04
  28000      3.63e+00    3.76e+00      1.13e-02    1.19e-02      1.30e-01    1.35e-01    7.7e-04
  28100      3.60e+00    4.04e+00      6.48e-04    8.45e-03      1.29e-01    1.45e-01    7.7e-04
  28200      3.67e+00    4.99e+00      3.60e-03    3.68e-03      1.32e-01    1.79e-01    7.7e-04
  28300      4.49e+00    3.97e+00      9.17e-03    1.10e-02      1.61e-01    1.43e-01    7.7e-04
  28400      4.36e+00    4.62e+00      9.39e-02    9.30e-02      1.43e-01    1.54e-01    7.7e-04
  28500      3.40e+00    4.21e+00      3.16e-02    2.83e-02      1.20e-01    1.50e-01    7.7e-04
  28600      4.40e+00    3.75e+00      4.26e-03    7.98e-03      1.58e-01    1.35e-01    7.7e-04
  28700      4.68e+00    4.88e+00      2.75e-02    2.64e-02      1.67e-01    1.75e-01    7.7e-04
  28800      4.89e+00    3.50e+00      2.25e-02    1.67e-02      1.75e-01    1.25e-01    7.7e-04
  28900      4.91e+00    3.94e+00      2.05e-02    2.25e-02      1.76e-01    1.41e-01    7.7e-04
  29000      5.01e+00    4.83e+00      4.12e-02    4.34e-02      1.78e-01    1.71e-01    7.7e-04
  29100      4.61e+00    3.99e+00      1.25e-02    9.49e-03      1.66e-01    1.43e-01    7.7e-04
  29200      4.11e+00    4.96e+00      6.73e-03    8.76e-03      1.47e-01    1.78e-01    7.7e-04
  29300      5.89e+00    4.83e+00      1.51e-02    2.46e-02      2.11e-01    1.73e-01    7.7e-04
  29400      4.52e+00    4.09e+00      1.24e-02    1.32e-02      1.62e-01    1.47e-01    7.7e-04
  29500      3.98e+00    3.29e+00      2.09e-02    1.95e-02      1.43e-01    1.17e-01    7.7e-04
  29600      3.99e+00    4.70e+00      5.65e-03    3.32e-03      1.43e-01    1.69e-01    7.7e-04
  29700      5.62e+00    3.82e+00      1.32e-03    1.34e-03      2.02e-01    1.37e-01    7.7e-04
  29800      4.15e+00    4.03e+00      7.39e-03    1.33e-02      1.49e-01    1.44e-01    7.7e-04
  29900      4.45e+00    3.78e+00      2.42e-03    1.07e-03      1.60e-01    1.36e-01    7.7e-04
  30000      3.80e+00    3.87e+00      2.01e-03    2.06e-03      1.40e-01    1.43e-01    7.4e-04
  30100      4.20e+00    5.84e+00      8.87e-03    9.62e-03      1.55e-01    2.15e-01    7.4e-04
  30200      3.74e+00    3.67e+00      1.00e-02    1.70e-02      1.38e-01    1.35e-01    7.4e-04
  30300      3.98e+00    4.51e+00      1.90e-02    1.94e-02      1.46e-01    1.66e-01    7.4e-04
  30400      3.70e+00    3.94e+00      1.11e-02    1.57e-02      1.36e-01    1.45e-01    7.4e-04
  30500      4.26e+00    3.77e+00      3.69e-02    3.72e-02      1.55e-01    1.36e-01    7.4e-04
  30600      4.59e+00    3.67e+00      1.48e-02    1.73e-02      1.69e-01    1.35e-01    7.4e-04
  30700      4.15e+00    4.16e+00      7.50e-02    7.28e-02      1.42e-01    1.44e-01    7.4e-04
  30800      3.73e+00    3.84e+00      6.41e-02    6.98e-02      1.29e-01    1.32e-01    7.4e-04
  30900      4.44e+00    3.33e+00      3.32e-03    5.32e-03      1.64e-01    1.23e-01    7.4e-04
  31000      6.02e+00    5.48e+00      1.72e-02    1.92e-02      2.22e-01    2.01e-01    7.4e-04
  31100      6.37e+00    4.45e+00      5.48e-03    9.21e-03      2.35e-01    1.64e-01    7.4e-04
  31200      3.75e+00    4.02e+00      2.16e-02    2.22e-02      1.37e-01    1.47e-01    7.4e-04
  31300      3.91e+00    4.57e+00      2.72e-02    2.59e-02      1.43e-01    1.67e-01    7.4e-04
  31400      4.22e+00    4.19e+00      1.21e-02    1.17e-02      1.56e-01    1.54e-01    7.4e-04
  31500      4.39e+00    4.17e+00      3.97e-02    4.07e-02      1.59e-01    1.51e-01    7.4e-04
  31600      6.15e+00    6.25e+00      1.74e-01    1.71e-01      1.86e-01    1.92e-01    7.4e-04
  31700      3.65e+00    3.97e+00      3.03e-03    4.35e-03      1.34e-01    1.47e-01    7.4e-04
  31800      3.19e+00    3.84e+00      9.66e-03    8.28e-03      1.17e-01    1.41e-01    7.4e-04
  31900      3.55e+00    3.25e+00      5.68e-03    3.43e-03      1.31e-01    1.20e-01    7.4e-04
  32000      3.51e+00    4.05e+00      2.43e-02    2.18e-02      1.28e-01    1.49e-01    7.4e-04
  32100      3.21e+00    3.79e+00      1.02e-02    8.37e-03      1.18e-01    1.39e-01    7.4e-04
  32200      3.04e+00    3.98e+00      3.51e-02    3.30e-02      1.09e-01    1.45e-01    7.4e-04
  32300      4.21e+00    3.52e+00      1.69e-02    1.16e-02      1.55e-01    1.29e-01    7.4e-04
  32400      4.14e+00    4.15e+00      1.89e-02    2.11e-02      1.52e-01    1.52e-01    7.4e-04
  32500      4.37e+00    3.05e+00      3.39e-04    5.67e-03      1.61e-01    1.12e-01    7.4e-04
  32600      3.95e+00    3.46e+00      3.82e-02    3.94e-02      1.43e-01    1.24e-01    7.4e-04
  32700      3.61e+00    3.70e+00      7.16e-04    7.73e-03      1.33e-01    1.36e-01    7.4e-04
  32800      3.26e+00    3.80e+00      7.40e-03    7.90e-03      1.20e-01    1.40e-01    7.4e-04
  32900      4.34e+00    3.99e+00      9.36e-03    1.20e-02      1.60e-01    1.47e-01    7.4e-04
  33000      4.33e+00    4.38e+00      1.43e-02    1.63e-02      1.59e-01    1.61e-01    7.4e-04
  33100      4.25e+00    3.44e+00      3.79e-02    3.42e-02      1.54e-01    1.24e-01    7.4e-04
  33200      3.96e+00    4.49e+00      2.18e-02    2.07e-02      1.45e-01    1.65e-01    7.4e-04
  33300      6.77e+00    7.53e+00      1.87e-01    1.96e-01      2.07e-01    2.36e-01    7.4e-04
  33400      3.30e+00    2.96e+00      3.22e-03    2.51e-03      1.22e-01    1.09e-01    7.4e-04
  33500      3.60e+00    3.16e+00      3.63e-03    5.58e-03      1.33e-01    1.16e-01    7.4e-04
  33600      3.76e+00    3.90e+00      6.47e-03    3.02e-03      1.39e-01    1.44e-01    7.4e-04
  33700      3.56e+00    4.06e+00      1.48e-03    3.58e-03      1.31e-01    1.50e-01    7.4e-04
  33800      3.39e+00    4.10e+00      2.22e-02    2.36e-02      1.24e-01    1.50e-01    7.4e-04
  33900      3.58e+00    4.28e+00      6.85e-03    8.52e-03      1.32e-01    1.58e-01    7.4e-04
  34000      2.86e+00    3.69e+00      8.07e-03    7.60e-03      1.05e-01    1.36e-01    7.4e-04
  34100      3.63e+00    4.05e+00      1.47e-02    1.22e-02      1.33e-01    1.49e-01    7.4e-04
  34200      3.68e+00    4.98e+00      1.31e-02    1.11e-02      1.35e-01    1.84e-01    7.4e-04
  34300      4.14e+00    4.98e+00      5.01e-02    5.08e-02      1.48e-01    1.80e-01    7.4e-04
  34400      3.94e+00    3.88e+00      3.07e-02    3.00e-02      1.44e-01    1.41e-01    7.4e-04
  34500      3.42e+00    3.22e+00      1.55e-02    1.41e-02      1.25e-01    1.18e-01    7.4e-04
  34600      4.62e+00    4.34e+00      4.08e-02    4.08e-02      1.67e-01    1.57e-01    7.4e-04
  34700      3.97e+00    3.89e+00      9.25e-03    1.12e-02      1.46e-01    1.43e-01    7.4e-04
  34800      3.29e+00    3.97e+00      5.07e-02    4.94e-02      1.15e-01    1.42e-01    7.4e-04
  34900      4.49e+00    4.24e+00      1.24e-02    1.28e-02      1.65e-01    1.56e-01    7.4e-04
  35000      4.50e+00    4.48e+00      2.69e-02    2.48e-02      1.69e-01    1.68e-01    7.0e-04
  35100      6.12e+00    5.06e+00      1.45e-02    2.50e-03      2.31e-01    1.92e-01    7.0e-04
  35200      4.36e+00    4.06e+00      2.33e-02    1.20e-02      1.64e-01    1.53e-01    7.0e-04
  35300      4.36e+00    4.58e+00      4.34e-03    5.09e-03      1.65e-01    1.73e-01    7.0e-04
  35400      4.03e+00    4.27e+00      1.80e-03    3.30e-03      1.52e-01    1.62e-01    7.0e-04
  35500      4.99e+00    3.42e+00      2.80e-03    2.08e-03      1.89e-01    1.29e-01    7.0e-04
  35600      4.41e+00    3.28e+00      2.40e-03    5.91e-03      1.67e-01    1.24e-01    7.0e-04
  35700      3.57e+00    3.27e+00      1.42e-02    1.30e-02      1.35e-01    1.23e-01    7.0e-04
  35800      3.55e+00    3.59e+00      1.08e-02    1.02e-02      1.34e-01    1.35e-01    7.0e-04
  35900      4.75e+00    3.01e+00      3.87e-02    3.69e-02      1.77e-01    1.10e-01    7.0e-04
  36000      5.04e+00    3.54e+00      1.31e-02    5.74e-03      1.90e-01    1.34e-01    7.0e-04
  36100      3.96e+00    4.78e+00      2.27e-02    1.74e-02      1.49e-01    1.80e-01    7.0e-04
  36200      3.33e+00    4.92e+00      9.47e-04    2.72e-03      1.26e-01    1.86e-01    7.0e-04
  36300      3.69e+00    3.89e+00      9.30e-03    1.10e-02      1.39e-01    1.47e-01    7.0e-04
  36400      4.22e+00    4.13e+00      2.55e-03    4.69e-03      1.60e-01    1.56e-01    7.0e-04
  36500      3.74e+00    3.68e+00      2.20e-03    6.88e-03      1.42e-01    1.39e-01    7.0e-04
  36600      4.10e+00    3.79e+00      7.28e-03    7.55e-03      1.55e-01    1.43e-01    7.0e-04
  36700      3.14e+00    4.10e+00      6.35e-03    7.09e-03      1.19e-01    1.55e-01    7.0e-04
  36800      5.66e+00    4.07e+00      2.09e-02    1.79e-02      2.13e-01    1.53e-01    7.0e-04
  36900      3.75e+00    3.21e+00      3.66e-04    1.27e-03      1.42e-01    1.21e-01    7.0e-04
  37000      3.24e+00    3.06e+00      2.62e-03    4.08e-03      1.23e-01    1.16e-01    7.0e-04
  37100      4.34e+00    3.69e+00      1.62e-02    1.43e-02      1.64e-01    1.39e-01    7.0e-04
  37200      4.85e+00    4.46e+00      1.19e-01    1.21e-01      1.56e-01    1.37e-01    7.0e-04
  37300      4.89e+00    3.88e+00      1.66e-03    2.52e-03      1.85e-01    1.47e-01    7.0e-04
  37400      3.22e+00    3.26e+00      5.15e-03    7.20e-03      1.22e-01    1.23e-01    7.0e-04
  37500      3.79e+00    3.48e+00      3.86e-03    2.33e-03      1.43e-01    1.32e-01    7.0e-04
  37600      2.78e+00    3.58e+00      6.77e-03    6.12e-03      1.05e-01    1.35e-01    7.0e-04
  37700      3.01e+00    3.97e+00      2.10e-02    2.42e-02      1.12e-01    1.49e-01    7.0e-04
  37800      3.94e+00    3.97e+00      3.28e-03    4.73e-03      1.49e-01    1.50e-01    7.0e-04
  37900      4.30e+00    3.74e+00      1.17e-02    8.41e-03      1.63e-01    1.41e-01    7.0e-04
  38000      5.86e+00    5.86e+00      1.26e-01    1.19e-01      1.96e-01    1.99e-01    7.0e-04
  38100      3.87e+00    3.49e+00      1.50e-02    1.86e-02      1.46e-01    1.31e-01    7.0e-04
  38200      3.87e+00    3.18e+00      7.01e-03    6.32e-03      1.46e-01    1.20e-01    7.0e-04
  38300      5.12e+00    4.70e+00      1.59e-03    1.52e-03      1.94e-01    1.78e-01    7.0e-04
  38400      2.74e+00    3.32e+00      3.82e-03    4.70e-03      1.03e-01    1.26e-01    7.0e-04
  38500      4.23e+00    5.17e+00      6.00e-02    5.49e-02      1.52e-01    1.90e-01    7.0e-04
  38600      6.17e+00    3.98e+00      3.70e-02    3.30e-02      2.32e-01    1.48e-01    7.0e-04
  38700      3.49e+00    3.69e+00      7.74e-03    1.90e-03      1.32e-01    1.39e-01    7.0e-04
  38800      3.55e+00    3.00e+00      4.81e-03    4.64e-03      1.34e-01    1.13e-01    7.0e-04
  38900      3.06e+00    3.03e+00      8.26e-03    6.39e-03      1.16e-01    1.14e-01    7.0e-04
  39000      4.38e+00    2.88e+00      1.80e-03    5.86e-04      1.66e-01    1.09e-01    7.0e-04
  39100      3.67e+00    3.36e+00      4.29e-03    1.63e-03      1.39e-01    1.27e-01    7.0e-04
  39200      3.62e+00    3.07e+00      1.35e-02    1.50e-02      1.37e-01    1.15e-01    7.0e-04
  39300      3.40e+00    3.95e+00      8.98e-04    5.62e-03      1.29e-01    1.49e-01    7.0e-04
  39400      4.16e+00    2.95e+00      5.13e-03    6.23e-03      1.57e-01    1.12e-01    7.0e-04
  39500      3.92e+00    3.10e+00      2.50e-02    2.02e-02      1.47e-01    1.16e-01    7.0e-04
  39600      4.35e+00    4.12e+00      3.71e-02    3.75e-02      1.62e-01    1.53e-01    7.0e-04
  39700      3.75e+00    3.24e+00      3.86e-03    9.90e-04      1.42e-01    1.22e-01    7.0e-04
  39800      3.32e+00    4.22e+00      3.89e-02    3.88e-02      1.21e-01    1.56e-01    7.0e-04
  39900      3.05e+00    3.29e+00      1.53e-02    1.02e-02      1.15e-01    1.24e-01    7.0e-04
  40000      3.93e+00    3.39e+00      6.08e-02    6.33e-02      1.43e-01    1.19e-01    6.6e-04
  40100      5.76e+00    6.14e+00      5.96e-02    6.48e-02      2.17e-01    2.31e-01    6.6e-04
  40200      7.90e+00    3.36e+00      1.17e-02    1.21e-02      3.07e-01    1.30e-01    6.6e-04
  40300      3.47e+00    3.70e+00      8.08e-03    1.00e-02      1.35e-01    1.43e-01    6.6e-04
  40400      3.61e+00    3.48e+00      1.37e-02    1.19e-02      1.40e-01    1.35e-01    6.6e-04
  40500      3.64e+00    3.75e+00      1.00e-02    1.01e-02      1.41e-01    1.45e-01    6.6e-04
  40600      4.17e+00    3.72e+00      7.37e-03    8.03e-03      1.62e-01    1.44e-01    6.6e-04
  40700      3.89e+00    2.99e+00      8.03e-03    6.55e-03      1.51e-01    1.16e-01    6.6e-04
  40800      3.11e+00    3.90e+00      1.23e-02    1.33e-02      1.20e-01    1.51e-01    6.6e-04
  40900      5.49e+00    3.63e+00      1.88e-03    7.15e-04      2.13e-01    1.41e-01    6.6e-04
  41000      3.50e+00    2.94e+00      1.62e-02    1.35e-02      1.35e-01    1.14e-01    6.6e-04
  41100      4.34e+00    3.10e+00      3.35e-04    2.24e-03      1.68e-01    1.20e-01    6.6e-04
  41200      3.17e+00    3.59e+00      4.79e-03    5.00e-03      1.23e-01    1.39e-01    6.6e-04
  41300      3.71e+00    3.33e+00      1.57e-02    1.86e-02      1.43e-01    1.28e-01    6.6e-04
  41400      3.39e+00    2.70e+00      5.71e-03    4.66e-03      1.32e-01    1.05e-01    6.6e-04
  41500      3.65e+00    3.60e+00      1.33e-02    1.21e-02      1.41e-01    1.39e-01    6.6e-04
  41600      3.40e+00    3.49e+00      5.56e-03    3.60e-03      1.32e-01    1.35e-01    6.6e-04
  41700      3.85e+00    2.84e+00      7.06e-03    3.10e-03      1.49e-01    1.10e-01    6.6e-04
  41800      3.21e+00    3.25e+00      7.47e-03    5.50e-03      1.25e-01    1.26e-01    6.6e-04
  41900      4.73e+00    4.08e+00      5.53e-02    6.49e-02      1.77e-01    1.48e-01    6.6e-04
  42000      3.72e+00    3.86e+00      1.18e-04    2.13e-04      1.44e-01    1.50e-01    6.6e-04
  42100      4.12e+00    2.92e+00      3.97e-03    3.70e-03      1.60e-01    1.13e-01    6.6e-04
  42200      3.10e+00    3.21e+00      1.10e-02    1.04e-02      1.20e-01    1.24e-01    6.6e-04
  42300      4.20e+00    3.70e+00      5.03e-02    5.10e-02      1.57e-01    1.36e-01    6.6e-04
  42400      3.55e+00    3.78e+00      1.30e-02    1.73e-02      1.37e-01    1.46e-01    6.6e-04
  42500      3.26e+00    3.01e+00      1.86e-02    2.01e-02      1.26e-01    1.16e-01    6.6e-04
  42600      2.70e+00    3.22e+00      1.38e-02    1.62e-02      1.04e-01    1.24e-01    6.6e-04
  42700      3.02e+00    3.68e+00      8.43e-03    1.06e-02      1.17e-01    1.42e-01    6.6e-04
  42800      3.94e+00    2.70e+00      1.66e-02    1.73e-02      1.52e-01    1.04e-01    6.6e-04
  42900      3.82e+00    3.63e+00      5.33e-03    6.88e-03      1.48e-01    1.41e-01    6.6e-04
  43000      3.62e+00    3.12e+00      4.74e-02    4.58e-02      1.34e-01    1.14e-01    6.6e-04
  43100      5.11e+00    3.33e+00      3.32e-02    3.55e-02      1.96e-01    1.26e-01    6.6e-04
  43200      3.63e+00    3.12e+00      4.42e-02    4.78e-02      1.35e-01    1.14e-01    6.6e-04
  43300      3.62e+00    3.25e+00      1.09e-02    9.87e-03      1.40e-01    1.26e-01    6.6e-04
  43400      2.91e+00    2.97e+00      9.87e-03    1.08e-02      1.13e-01    1.15e-01    6.6e-04
  43500      3.50e+00    3.62e+00      6.27e-04    6.30e-04      1.36e-01    1.40e-01    6.6e-04
  43600      4.11e+00    2.96e+00      3.59e-02    4.00e-02      1.56e-01    1.10e-01    6.6e-04
  43700      3.12e+00    3.63e+00      6.40e-04    4.56e-03      1.21e-01    1.41e-01    6.6e-04
  43800      3.53e+00    4.28e+00      2.88e-02    2.87e-02      1.35e-01    1.64e-01    6.6e-04
  43900      4.51e+00    5.66e+00      2.12e-02    1.93e-02      1.74e-01    2.19e-01    6.6e-04
  44000      3.41e+00    3.33e+00      2.90e-02    3.74e-02      1.30e-01    1.25e-01    6.6e-04
  44100      3.41e+00    3.24e+00      7.35e-03    7.63e-03      1.32e-01    1.25e-01    6.6e-04
  44200      3.52e+00    6.23e+00      1.48e-03    4.75e-03      1.36e-01    2.42e-01    6.6e-04
  44300      4.42e+00    4.24e+00      2.13e-03    1.27e-03      1.72e-01    1.65e-01    6.6e-04
  44400      3.23e+00    3.98e+00      3.49e-02    3.29e-02      1.21e-01    1.52e-01    6.6e-04
  44500      2.95e+00    3.55e+00      1.26e-02    1.48e-02      1.14e-01    1.37e-01    6.6e-04
  44600      3.02e+00    3.66e+00      1.33e-02    1.22e-02      1.17e-01    1.42e-01    6.6e-04
  44700      3.36e+00    3.88e+00      1.05e-02    9.87e-03      1.30e-01    1.50e-01    6.6e-04
  44800      3.23e+00    3.37e+00      4.57e-04    2.13e-03      1.25e-01    1.31e-01    6.6e-04
  44900      3.78e+00    3.91e+00      3.13e-02    2.93e-02      1.44e-01    1.50e-01    6.6e-04
  45000      6.94e+00    3.35e+00      4.97e-03    5.40e-03      2.76e-01    1.33e-01    6.3e-04
  45100      2.77e+00    2.86e+00      5.77e-03    5.83e-03      1.10e-01    1.14e-01    6.3e-04
  45200      3.90e+00    3.88e+00      1.12e-02    1.18e-02      1.55e-01    1.54e-01    6.3e-04
  45300      3.55e+00    3.71e+00      4.64e-03    4.79e-03      1.41e-01    1.48e-01    6.3e-04
  45400      3.89e+00    4.51e+00      1.51e-03    4.37e-03      1.55e-01    1.80e-01    6.3e-04
  45500      3.01e+00    3.17e+00      1.72e-02    1.71e-02      1.19e-01    1.25e-01    6.3e-04
  45600      2.84e+00    2.86e+00      7.63e-03    1.09e-02      1.13e-01    1.14e-01    6.3e-04
  45700      3.70e+00    3.42e+00      1.92e-02    1.50e-02      1.46e-01    1.35e-01    6.3e-04
  45800      3.07e+00    3.61e+00      1.22e-04    3.58e-04      1.22e-01    1.44e-01    6.3e-04
  45900      3.07e+00    3.16e+00      1.97e-02    1.60e-02      1.21e-01    1.25e-01    6.3e-04
  46000      3.16e+00    4.36e+00      2.23e-03    3.97e-03      1.26e-01    1.74e-01    6.3e-04
  46100      9.38e+00    1.04e+01      3.18e-01    3.13e-01      2.19e-01    2.90e-01    6.3e-04
  46200      2.86e+00    3.91e+00      2.66e-02    2.52e-02      1.11e-01    1.54e-01    6.3e-04
  46300      4.58e+00    3.19e+00      9.25e-03    8.36e-03      1.82e-01    1.27e-01    6.3e-04
